@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute helper-1 numeric
@attribute helper-2 numeric
@attribute helper-3 numeric
@attribute helper-4 numeric
@attribute helper-5 numeric
@attribute helper-6 numeric
@attribute helper-7 numeric
@attribute processing-1 numeric
@attribute processing-2 numeric
@attribute processing-3 numeric
@attribute processing-4 numeric
@attribute processing-5 numeric
@attribute processing-6 numeric
@attribute processing-7 numeric

@data
482,'2022/05/12 00:08:00:042',4,43,0,0,17,0,0,30,0,1,0,0,1,0,0.17
483,'2022/05/12 00:08:00:149',4,43,0,0,16,0,0,29.5,0,1,0,0,1,0,0.17
484,'2022/05/12 00:08:00:255',4,47,2,2,17,2,2,32,0,1,0,0,1,0,0.17
485,'2022/05/12 00:08:00:361',4,59,5,5,23,5,5,41,0,1,0,0,1,0,0.17
486,'2022/05/12 00:08:00:464',4,73,7,7,36,7,7,54.5,0,1,0,0,1,0,0.17
487,'2022/05/12 00:08:00:569',4,80,7,7,45,7,7,62.5,0,1,0,0,1,0,0.17
488,'2022/05/12 00:08:00:674',4,91,4,4,69,4,4,80,0,1,0,0,1,0,0.17
489,'2022/05/12 00:08:00:777',4,92,0,2,113,0,2,102.5,0,1,0,0,1,0,0.17
490,'2022/05/12 00:08:00:882',4,83,0,5,139,0,5,111,0,1,0,0,1,0,0.17
491,'2022/05/12 00:08:00:986',4,73,0,7,149,0,7,111,0,1,0,0,1,0,0.17
492,'2022/05/12 00:08:01:092',4,65,0,8,161,0,8,113,0,1,0,0,1,0,0.17
493,'2022/05/12 00:08:01:194',4,60,0,1,158,0,1,109,0,1,0,0,1,0,0.17
494,'2022/05/12 00:08:01:297',4,71,6,6,142,6,6,106.5,0,1,0,0,1,0,0.17
495,'2022/05/12 00:08:01:405',4,93,7,7,106,7,7,99.5,0,1,0,0,1,0,0.17
496,'2022/05/12 00:08:01:523',4,101,8,8,92,8,8,96.5,0,1,0,0,1,0,0.17
497,'2022/05/12 00:08:01:628',4,116,4,4,56,4,4,86,0,1,0,0,1,0,0.17
498,'2022/05/12 00:08:01:741',4,115,0,2,45,0,2,80,0,1,0,0,1,0,0.17
499,'2022/05/12 00:08:01:847',4,106,0,6,43,0,6,74.5,0,1,0,0,1,0,0.17
500,'2022/05/12 00:08:01:965',4,94,0,6,47,0,6,70.5,0,1,0,0,1,0,0.17
501,'2022/05/12 00:08:02:068',4,81,0,7,56,0,7,68.5,0,1,0,0,1,0,0.17
502,'2022/05/12 00:08:02:174',4,65,0,6,66,0,6,65.5,0,1,0,0,1,0,0.17
503,'2022/05/12 00:08:02:289',4,58,0,7,76,0,7,67,0,1,0,0,1,0,0.17
504,'2022/05/12 00:08:02:394',4,47,0,2,94,0,2,70.5,0,1,0,0,1,0,0.17
505,'2022/05/12 00:08:02:495',4,41,0,3,106,0,3,73.5,0,1,0,0,1,0,0.17
506,'2022/05/12 00:08:02:617',4,39,0,1,118,0,1,78.5,0,1,0,0,1,0,0.17
507,'2022/05/12 00:08:02:720',4,39,0,0,127,0,0,83,0,1,0,0,1,0,0.17
508,'2022/05/12 00:08:02:829',4,39,0,0,127,0,0,83,0,1,0,0,1,0,0.17
509,'2022/05/12 00:08:02:935',4,39,0,0,118,0,0,78.5,0,1,0,0,1,0,0.17
510,'2022/05/12 00:08:03:040',4,40,0,0,106,0,0,73,0,1,0,0,1,0,0.17
511,'2022/05/12 00:08:03:150',4,42,1,1,90,1,1,66,0,1,0,0,1,0,0.17
512,'2022/05/12 00:08:03:262',4,42,0,0,75,0,0,58.5,0,1,0,0,1,0,0.17
513,'2022/05/12 00:08:03:364',4,42,0,0,63,0,0,52.5,0,1,0,0,1,0,0.17
514,'2022/05/12 00:08:03:475',4,42,0,0,58,0,0,50,0,1,0,0,1,0,0.17
515,'2022/05/12 00:08:03:582',4,40,0,1,54,0,1,47,0,1,0,0,1,0,0.17
516,'2022/05/12 00:08:03:687',4,39,0,1,50,0,1,44.5,0,1,0,0,1,0,0.17
517,'2022/05/12 00:08:03:791',4,40,1,1,50,1,1,45,0,1,0,0,1,0,0.17
518,'2022/05/12 00:08:03:893',4,42,1,1,51,1,1,46.5,0,1,0,0,1,0,0.17
519,'2022/05/12 00:08:03:998',4,43,0,0,47,0,0,45,0,1,0,0,1,0,0.17
520,'2022/05/12 00:08:04:102',4,46,2,2,40,2,2,43,0,1,0,0,1,0,0.17
521,'2022/05/12 00:08:04:207',4,50,1,1,38,1,1,44,0,1,0,0,1,0,0.17
522,'2022/05/12 00:08:04:313',4,55,1,1,34,1,1,44.5,0,1,0,0,1,0,0.17
523,'2022/05/12 00:08:04:419',4,61,3,3,31,3,3,46,0,1,0,0,1,0,0.17
524,'2022/05/12 00:08:04:523',4,67,3,3,28,3,3,47.5,0,1,0,0,1,0,0.17
525,'2022/05/12 00:08:04:629',4,72,1,1,27,1,1,49.5,0,1,0,0,1,0,0.17
526,'2022/05/12 00:08:04:731',4,77,5,5,26,5,5,51.5,0,1,0,0,1,0,0.17
527,'2022/05/12 00:08:04:837',4,75,1,1,24,1,1,49.5,0,1,0,0,1,0,0.17
528,'2022/05/12 00:08:04:953',4,76,0,0,23,0,0,49.5,0,1,0,0,1,0,0.17
529,'2022/05/12 00:08:05:059',4,77,1,1,21,1,1,49,0,1,0,0,1,0,0.17
530,'2022/05/12 00:08:05:165',4,80,3,3,18,3,3,49,0,1,0,0,1,0,0.17
531,'2022/05/12 00:08:05:270',4,80,0,1,17,0,1,48.5,0,1,0,0,1,0,0.17
532,'2022/05/12 00:08:05:381',4,81,2,2,17,2,2,49,0,1,0,0,1,0,0.17
533,'2022/05/12 00:08:05:491',4,74,0,4,17,0,4,45.5,0,1,0,0,1,0,0.17
534,'2022/05/12 00:08:05:598',4,72,0,1,17,0,1,44.5,0,1,0,0,1,0,0.17
535,'2022/05/12 00:08:05:704',4,68,0,5,17,0,5,42.5,0,1,0,0,1,0,0.17
536,'2022/05/12 00:08:05:806',4,65,0,0,16,0,0,40.5,0,1,0,0,1,0,0.17
537,'2022/05/12 00:08:05:916',4,60,0,3,16,0,3,38,0,1,0,0,1,0,0.17
538,'2022/05/12 00:08:06:025',4,58,0,1,16,0,1,37,0,1,0,0,1,0,0.17
539,'2022/05/12 00:08:06:127',4,57,0,3,17,0,3,37,0,1,0,0,1,0,0.17
540,'2022/05/12 00:08:06:230',4,57,1,1,17,1,1,37,0,1,0,0,1,0,0.17
541,'2022/05/12 00:08:06:334',4,61,1,1,18,1,1,39.5,0,1,0,0,1,0,0.17
542,'2022/05/12 00:08:06:443',4,63,0,0,18,0,0,40.5,0,1,0,0,1,0,0.17
543,'2022/05/12 00:08:06:549',4,67,2,2,19,2,2,43,0,1,0,0,1,0,0.17
544,'2022/05/12 00:08:06:657',4,72,3,3,20,3,3,46,0,1,0,0,1,0,0.17
545,'2022/05/12 00:08:06:762',4,73,0,1,19,0,1,46,0,1,0,0,1,0,0.17
546,'2022/05/12 00:08:06:867',4,71,0,1,19,0,1,45,0,1,0,0,1,0,0.17
547,'2022/05/12 00:08:06:973',4,71,0,2,21,0,2,46,0,1,0,0,1,0,0.17
548,'2022/05/12 00:08:07:075',4,66,0,2,23,0,2,44.5,0,1,0,0,1,0,0.17
549,'2022/05/12 00:08:07:180',4,64,0,2,23,0,2,43.5,0,1,0,0,1,0,0.17
550,'2022/05/12 00:08:07:289',4,56,0,3,25,0,3,40.5,0,1,0,0,1,0,0.17
551,'2022/05/12 00:08:07:393',4,52,0,0,27,0,0,39.5,0,1,0,0,1,0,0.17
552,'2022/05/12 00:08:07:498',4,47,0,1,26,0,1,36.5,0,1,0,0,1,0,0.17
553,'2022/05/12 00:08:07:604',4,52,3,3,24,3,3,38,0,1,0,0,1,0,0.17
554,'2022/05/12 00:08:07:714',4,58,3,3,23,3,3,40.5,0,1,0,0,1,0,0.17
555,'2022/05/12 00:08:07:818',4,67,4,4,24,4,4,45.5,0,1,0,0,1,0,0.17
556,'2022/05/12 00:08:07:921',4,71,4,4,24,4,4,47.5,0,1,0,0,1,0,0.17
557,'2022/05/12 00:08:08:027',4,84,5,5,28,5,5,56,0,1,0,0,1,0,0.17
558,'2022/05/12 00:08:08:132',4,85,1,1,31,1,1,58,0,1,0,0,1,0,0.17
559,'2022/05/12 00:08:08:238',4,87,1,1,34,1,1,60.5,0,1,0,0,1,0,0.17
560,'2022/05/12 00:08:08:340',4,84,0,1,36,0,1,60,0,1,0,0,1,0,0.17
561,'2022/05/12 00:08:08:449',4,84,0,0,37,0,0,60.5,0,1,0,0,1,0,0.17
562,'2022/05/12 00:08:08:558',4,86,1,1,37,1,1,61.5,0,1,0,0,1,0,0.17
563,'2022/05/12 00:08:08:664',4,89,1,1,37,1,1,63,0,1,0,0,1,0,0.17
564,'2022/05/12 00:08:08:770',4,94,2,2,35,2,2,64.5,0,1,0,0,1,0,0.17
565,'2022/05/12 00:08:08:873',4,96,1,1,33,1,1,64.5,0,1,0,0,1,0,0.17
566,'2022/05/12 00:08:08:979',4,96,0,1,30,0,1,63,0,1,0,0,1,0,0.17
567,'2022/05/12 00:08:09:083',4,96,0,0,26,0,0,61,0,1,0,0,1,0,0.17
568,'2022/05/12 00:08:09:197',4,92,0,1,21,0,1,56.5,0,1,0,0,1,0,0.17
569,'2022/05/12 00:08:09:302',4,84,0,3,19,0,3,51.5,0,1,0,0,1,0,0.17
570,'2022/05/12 00:08:09:407',4,80,0,2,17,0,2,48.5,0,1,0,0,1,0,0.17
571,'2022/05/12 00:08:09:520',4,69,0,3,17,0,3,43,0,1,0,0,1,0,0.17
572,'2022/05/12 00:08:09:627',4,61,0,3,17,0,3,39,0,1,0,0,1,0,0.17
573,'2022/05/12 00:08:09:733',4,55,0,2,16,0,2,35.5,0,1,0,0,1,0,0.17
574,'2022/05/12 00:08:09:838',4,46,0,4,16,0,4,31,0,1,0,0,1,0,0.17
575,'2022/05/12 00:08:09:940',4,44,0,1,16,0,1,30,0,1,0,0,1,0,0.17
576,'2022/05/12 00:08:10:042',4,43,0,1,16,0,1,29.5,0,1,0,0,1,0,0.17
577,'2022/05/12 00:08:10:146',4,43,0,0,16,0,0,29.5,0,1,0,0,1,0,0.17
578,'2022/05/12 00:08:10:249',4,45,1,1,17,1,1,31,0,1,0,0,1,0,0.17
579,'2022/05/12 00:08:10:360',4,46,1,1,16,1,1,31,0,1,0,0,1,0,0.17
580,'2022/05/12 00:08:10:469',4,47,0,0,16,0,0,31.5,0,1,0,0,1,0,0.17
581,'2022/05/12 00:08:10:571',4,48,1,1,17,1,1,32.5,0,1,0,0,1,0,0.17
582,'2022/05/12 00:08:10:677',4,49,1,1,16,1,1,32.5,0,1,0,0,1,0,0.17
583,'2022/05/12 00:08:10:782',4,48,0,0,16,0,0,32,0,1,0,0,1,0,0.17
584,'2022/05/12 00:08:10:890',4,47,0,2,16,0,2,31.5,0,1,0,0,1,0,0.17
585,'2022/05/12 00:08:10:997',4,47,1,1,16,1,1,31.5,0,1,0,0,1,0,0.17
586,'2022/05/12 00:08:11:108',4,48,0,0,16,0,0,32,0,1,0,0,1,0,0.17
587,'2022/05/12 00:09:12:669',5,341,0,17,156,0,17,248.5,0.08,0.64,0,0.06,0.93,0,0.17
588,'2022/05/12 00:09:12:774',5,346,30,30,121,30,30,233.5,0.08,0.64,0,0.06,0.93,0,0.17
589,'2022/05/12 00:09:12:880',5,411,29,29,132,29,29,271.5,0.08,0.64,0,0.06,0.93,0,0.17
590,'2022/05/12 00:09:12:981',5,456,0,20,131,0,20,293.5,0.08,0.64,0,0.06,0.93,0,0.17
591,'2022/05/12 00:09:13:086',5,391,0,13,110,0,13,250.5,0.08,0.64,0,0.06,0.93,0,0.17
592,'2022/05/12 00:09:13:192',5,432,27,27,129,27,27,280.5,0.08,0.64,0,0.06,0.93,0,0.17
593,'2022/05/12 00:09:13:297',5,412,0,64,132,0,64,272,0.08,0.64,0,0.06,0.93,0,0.17
594,'2022/05/12 00:09:13:400',5,381,7,7,120,7,7,250.5,0.08,0.64,0,0.06,0.93,0,0.17
595,'2022/05/12 00:09:13:516',5,398,2,2,126,2,2,262,0.08,0.64,0,0.06,0.93,0,0.17
596,'2022/05/12 00:09:13:620',5,386,0,9,115,0,9,250.5,0.08,0.64,0,0.06,0.93,0,0.17
597,'2022/05/12 00:09:13:724',5,426,23,23,134,23,23,280,0.08,0.64,0,0.06,0.93,0,0.17
598,'2022/05/12 00:09:13:831',5,456,30,30,147,30,30,301.5,0.08,0.64,0,0.06,0.93,0,0.17
599,'2022/05/12 00:09:13:937',5,405,0,0,150,0,0,277.5,0.08,0.64,0,0.06,0.93,0,0.17
600,'2022/05/12 00:09:14:042',5,455,27,27,181,27,27,318,0.08,0.64,0,0.06,0.93,0,0.17
601,'2022/05/12 00:09:14:144',5,482,0,17,225,0,17,353.5,0.08,0.64,0,0.06,0.93,0,0.17
602,'2022/05/12 00:09:14:249',5,410,0,15,194,0,15,302,0.08,0.64,0,0.06,0.93,0,0.17
603,'2022/05/12 00:09:14:355',5,459,33,33,192,33,33,325.5,0.08,0.64,0,0.06,0.93,0,0.17
604,'2022/05/12 00:09:14:457',5,503,0,17,197,0,17,350,0.08,0.64,0,0.06,0.93,0,0.17
605,'2022/05/12 00:09:14:560',5,450,0,2,173,0,2,311.5,0.08,0.64,0,0.06,0.93,0,0.17
606,'2022/05/12 00:09:14:666',5,467,11,11,177,11,11,322,0.08,0.64,0,0.06,0.93,0,0.17
607,'2022/05/12 00:09:14:769',5,453,0,26,191,0,26,322,0.08,0.64,0,0.06,0.93,0,0.17
608,'2022/05/12 00:09:14:872',5,406,0,47,172,0,47,289,0.08,0.64,0,0.06,0.93,0,0.17
609,'2022/05/12 00:09:14:982',5,408,12,12,181,12,12,294.5,0.08,0.64,0,0.06,0.93,0,0.17
610,'2022/05/12 00:09:15:084',5,398,0,43,192,0,43,295,0.08,0.64,0,0.06,0.93,0,0.17
611,'2022/05/12 00:09:15:191',5,354,0,44,166,0,44,260,0.08,0.64,0,0.06,0.93,0,0.17
612,'2022/05/12 00:09:15:296',5,352,15,15,171,15,15,261.5,0.08,0.64,0,0.06,0.93,0,0.17
613,'2022/05/12 00:09:15:401',5,329,0,37,181,0,37,255,0.08,0.64,0,0.06,0.93,0,0.17
614,'2022/05/12 00:09:15:518',5,289,4,4,152,4,4,220.5,0.08,0.64,0,0.06,0.93,0,0.17
615,'2022/05/12 00:09:15:626',5,321,20,20,166,20,20,243.5,0.08,0.64,0,0.06,0.93,0,0.17
616,'2022/05/12 00:09:15:729',5,292,0,18,179,0,18,235.5,0.08,0.64,0,0.06,0.93,0,0.17
617,'2022/05/12 00:09:15:836',5,290,17,17,148,17,17,219,0.08,0.64,0,0.06,0.93,0,0.17
618,'2022/05/12 00:09:15:942',5,334,24,24,154,24,24,244,0.08,0.64,0,0.06,0.93,0,0.17
619,'2022/05/12 00:09:16:049',5,302,0,50,158,0,50,230,0.08,0.64,0,0.06,0.93,0,0.17
620,'2022/05/12 00:09:16:154',5,298,19,19,139,19,19,218.5,0.08,0.64,0,0.06,0.93,0,0.17
621,'2022/05/12 00:09:16:260',5,343,17,17,148,17,17,245.5,0.08,0.64,0,0.06,0.93,0,0.17
622,'2022/05/12 00:09:16:361',5,319,0,36,144,0,36,231.5,0.08,0.64,0,0.06,0.93,0,0.17
623,'2022/05/12 00:09:16:467',5,310,9,9,129,9,9,219.5,0.08,0.64,0,0.06,0.93,0,0.17
624,'2022/05/12 00:09:16:580',5,357,38,38,138,38,38,247.5,0.08,0.64,0,0.06,0.93,0,0.17
625,'2022/05/12 00:09:16:694',5,268,0,19,109,0,19,188.5,0.08,0.64,0,0.06,0.93,0,0.17
626,'2022/05/12 00:09:16:804',5,295,22,22,109,22,22,202,0.08,0.64,0,0.06,0.93,0,0.17
627,'2022/05/12 00:09:16:912',5,277,0,14,125,0,14,201,0.08,0.64,0,0.06,0.93,0,0.17
628,'2022/05/12 00:09:17:019',5,247,4,4,91,4,4,169,0.08,0.64,0,0.06,0.93,0,0.17
629,'2022/05/12 00:09:17:121',5,304,29,29,101,29,29,202.5,0.08,0.64,0,0.06,0.93,0,0.17
630,'2022/05/12 00:09:17:227',5,280,0,35,113,0,35,196.5,0.08,0.64,0,0.06,0.93,0,0.17
631,'2022/05/12 00:09:17:330',5,263,8,8,97,8,8,180,0.08,0.64,0,0.06,0.93,0,0.17
632,'2022/05/12 00:09:17:431',5,299,19,19,93,19,19,196,0.08,0.64,0,0.06,0.93,0,0.17
633,'2022/05/12 00:09:17:543',5,304,0,15,99,0,15,201.5,0.08,0.64,0,0.06,0.93,0,0.17
634,'2022/05/12 00:09:17:656',5,262,0,42,87,0,42,174.5,0.08,0.64,0,0.06,0.93,0,0.17
635,'2022/05/12 00:09:17:759',5,306,29,29,85,29,29,195.5,0.08,0.64,0,0.06,0.93,0,0.17
636,'2022/05/12 00:09:17:868',5,279,0,23,83,0,23,181,0.08,0.64,0,0.06,0.93,0,0.17
637,'2022/05/12 00:09:17:973',5,256,11,11,80,11,11,168,0.08,0.64,0,0.06,0.93,0,0.17
638,'2022/05/12 00:09:18:078',5,275,15,15,89,15,15,182,0.08,0.64,0,0.06,0.93,0,0.17
639,'2022/05/12 00:09:18:185',5,253,0,41,95,0,41,174,0.08,0.64,0,0.06,0.93,0,0.17
640,'2022/05/12 00:09:18:296',5,246,9,9,86,9,9,166,0.08,0.64,0,0.06,0.93,0,0.17
641,'2022/05/12 00:09:18:403',5,263,9,9,88,9,9,175.5,0.08,0.64,0,0.06,0.93,0,0.17
642,'2022/05/12 00:09:18:523',5,229,0,9,78,0,9,153.5,0.08,0.64,0,0.06,0.93,0,0.17
643,'2022/05/12 00:09:18:640',5,245,10,10,87,10,10,166,0.08,0.64,0,0.06,0.93,0,0.17
644,'2022/05/12 00:09:18:749',5,266,21,21,86,21,21,176,0.08,0.64,0,0.06,0.93,0,0.17
645,'2022/05/12 00:09:18:855',5,222,0,0,69,0,0,145.5,0.08,0.64,0,0.06,0.93,0,0.17
646,'2022/05/12 00:09:18:960',5,258,19,19,82,19,19,170,0.08,0.64,0,0.06,0.93,0,0.17
647,'2022/05/12 00:09:19:066',5,245,0,25,87,0,25,166,0.08,0.64,0,0.06,0.93,0,0.17
648,'2022/05/12 00:09:19:178',5,217,0,1,72,0,1,144.5,0.08,0.64,0,0.06,0.93,0,0.17
649,'2022/05/12 00:09:19:285',5,266,22,22,90,22,22,178,0.08,0.64,0,0.06,0.93,0,0.17
650,'2022/05/12 00:09:19:390',5,219,0,37,84,0,37,151.5,0.08,0.64,0,0.06,0.93,0,0.17
651,'2022/05/12 00:09:19:497',5,258,42,42,87,42,42,172.5,0.08,0.64,0,0.06,0.93,0,0.17
652,'2022/05/12 00:09:19:604',5,326,29,29,99,29,29,212.5,0.08,0.64,0,0.06,0.93,0,0.17
653,'2022/05/12 00:09:19:709',5,277,0,43,84,0,43,180.5,0.08,0.64,0,0.06,0.93,0,0.17
654,'2022/05/12 00:09:19:815',5,331,35,35,80,35,35,205.5,0.08,0.64,0,0.06,0.93,0,0.17
655,'2022/05/12 00:09:19:921',5,391,32,32,90,32,32,240.5,0.08,0.64,0,0.06,0.93,0,0.17
656,'2022/05/12 00:09:20:026',5,361,0,46,73,0,46,217,0.08,0.64,0,0.06,0.93,0,0.17
657,'2022/05/12 00:09:20:132',5,402,45,45,78,45,45,240,0.08,0.64,0,0.06,0.93,0,0.17
658,'2022/05/12 00:09:20:237',5,435,33,33,80,33,33,257.5,0.08,0.64,0,0.06,0.93,0,0.17
659,'2022/05/12 00:09:20:341',5,392,0,45,74,0,45,233,0.08,0.64,0,0.06,0.93,0,0.17
660,'2022/05/12 00:09:20:460',5,389,12,12,80,12,12,234.5,0.08,0.64,0,0.06,0.93,0,0.17
661,'2022/05/12 00:09:20:568',5,415,26,26,84,26,26,249.5,0.08,0.64,0,0.06,0.93,0,0.17
662,'2022/05/12 00:09:20:670',5,346,0,70,71,0,70,208.5,0.08,0.64,0,0.06,0.93,0,0.17
663,'2022/05/12 00:09:20:776',5,349,9,9,81,9,9,215,0.08,0.64,0,0.06,0.93,0,0.17
664,'2022/05/12 00:09:20:888',5,385,12,12,86,12,12,235.5,0.08,0.64,0,0.06,0.93,0,0.17
665,'2022/05/12 00:09:21:009',5,322,0,37,65,0,37,193.5,0.08,0.64,0,0.06,0.93,0,0.17
666,'2022/05/12 00:09:21:118',5,463,40,40,96,40,40,279.5,0.08,0.64,0,0.06,0.93,0,0.17
667,'2022/05/12 00:09:21:223',5,400,0,66,82,0,66,241,0.08,0.64,0,0.06,0.93,0,0.17
668,'2022/05/12 00:09:21:328',5,414,33,33,100,33,33,257,0.08,0.64,0,0.06,0.93,0,0.17
669,'2022/05/12 00:09:21:430',5,503,43,43,122,43,43,312.5,0.08,0.64,0,0.06,0.93,0,0.17
670,'2022/05/12 00:09:21:531',5,534,31,31,136,31,31,335,0.08,0.64,0,0.06,0.93,0,0.17
671,'2022/05/12 00:09:21:636',5,453,41,41,123,41,41,288,0.08,0.64,0,0.06,0.93,0,0.17
672,'2022/05/12 00:09:21:739',5,557,57,57,144,57,57,350.5,0.08,0.64,0,0.06,0.93,0,0.17
673,'2022/05/12 00:09:21:845',5,514,0,48,134,0,48,324,0.08,0.64,0,0.06,0.93,0,0.17
674,'2022/05/12 00:09:21:952',5,520,45,45,141,45,45,330.5,0.08,0.64,0,0.06,0.93,0,0.17
675,'2022/05/12 00:09:22:060',5,602,44,44,155,44,44,378.5,0.08,0.64,0,0.06,0.93,0,0.17
676,'2022/05/12 00:09:22:165',5,555,0,103,156,0,103,355.5,0.08,0.64,0,0.06,0.93,0,0.17
677,'2022/05/12 00:09:22:269',5,544,43,43,169,43,43,356.5,0.08,0.64,0,0.06,0.93,0,0.17
678,'2022/05/12 00:09:22:374',5,736,121,121,188,121,121,462,0.08,0.64,0,0.06,0.93,0,0.17
679,'2022/05/12 00:09:22:493',5,674,0,95,157,0,95,415.5,0.08,0.64,0,0.06,0.93,0,0.17
680,'2022/05/12 00:09:22:595',5,666,31,31,146,31,31,406,0.08,0.64,0,0.06,0.93,0,0.17
681,'2022/05/12 00:09:22:699',5,818,91,91,173,91,91,495.5,0.08,0.64,0,0.06,0.93,0,0.17
682,'2022/05/12 00:09:22:803',5,793,0,55,142,0,55,467.5,0.08,0.64,0,0.06,0.93,0,0.17
683,'2022/05/12 00:09:22:908',5,748,0,5,150,0,5,449,0.08,0.64,0,0.06,0.93,0,0.17
684,'2022/05/12 00:09:23:014',5,817,44,44,185,44,44,501,0.08,0.64,0,0.06,0.93,0,0.17
685,'2022/05/12 00:09:23:123',5,801,0,23,196,0,23,498.5,0.08,0.64,0,0.06,0.93,0,0.17
686,'2022/05/12 00:09:23:228',5,718,0,20,192,0,20,455,0.08,0.64,0,0.06,0.93,0,0.17
687,'2022/05/12 00:09:23:329',5,726,17,17,210,17,17,468,0.08,0.64,0,0.06,0.93,0,0.17
688,'2022/05/12 00:09:23:433',5,601,0,82,190,0,82,395.5,0.08,0.64,0,0.06,0.93,0,0.17
689,'2022/05/12 00:09:23:539',5,461,0,39,158,0,39,309.5,0.08,0.64,0,0.06,0.93,0,0.17
690,'2022/05/12 00:09:23:647',5,418,0,12,151,0,12,284.5,0.08,0.64,0,0.06,0.93,0,0.17
691,'2022/05/12 00:09:23:748',5,342,0,50,130,0,50,236,0.08,0.64,0,0.06,0.93,0,0.17
692,'2022/05/12 00:09:23:854',5,352,23,23,119,23,23,235.5,0.08,0.64,0,0.06,0.93,0,0.17
693,'2022/05/12 00:09:23:960',5,401,21,21,118,21,21,259.5,0.08,0.64,0,0.06,0.93,0,0.17
694,'2022/05/12 00:10:18:018',6,717,0,1,200,0,1,458.5,0.28,0.43,0.46,0.19,0.69,0.38,0.17
695,'2022/05/12 00:10:18:123',6,729,0,9,200,0,9,464.5,0.28,0.43,0.46,0.19,0.69,0.38,0.17
696,'2022/05/12 00:10:18:228',6,732,17,17,210,17,17,471,0.28,0.43,0.46,0.19,0.69,0.38,0.17
697,'2022/05/12 00:10:18:334',6,744,5,5,219,5,5,481.5,0.28,0.43,0.46,0.19,0.69,0.38,0.17
698,'2022/05/12 00:10:18:438',6,753,21,21,222,21,21,487.5,0.28,0.43,0.46,0.19,0.69,0.38,0.17
699,'2022/05/12 00:10:18:541',6,812,18,18,218,18,18,515,0.28,0.43,0.46,0.19,0.69,0.38,0.17
700,'2022/05/12 00:10:18:647',6,861,5,5,206,5,5,533.5,0.28,0.43,0.46,0.19,0.69,0.38,0.17
701,'2022/05/12 00:10:18:756',6,865,0,0,199,0,0,532,0.28,0.43,0.46,0.19,0.69,0.38,0.17
702,'2022/05/12 00:10:18:860',6,811,0,19,190,0,19,500.5,0.28,0.43,0.46,0.19,0.69,0.38,0.17
703,'2022/05/12 00:10:18:963',6,805,0,6,178,0,6,491.5,0.28,0.43,0.46,0.19,0.69,0.38,0.17
704,'2022/05/12 00:10:19:068',6,715,0,55,180,0,55,447.5,0.28,0.43,0.46,0.19,0.69,0.38,0.17
705,'2022/05/12 00:10:19:175',6,663,0,5,186,0,5,424.5,0.28,0.43,0.46,0.19,0.69,0.38,0.17
706,'2022/05/12 00:10:19:281',6,703,18,18,183,18,18,443,0.28,0.43,0.46,0.19,0.69,0.38,0.17
707,'2022/05/12 00:10:19:385',6,728,25,25,179,25,25,453.5,0.28,0.43,0.46,0.19,0.69,0.38,0.17
708,'2022/05/12 00:10:19:487',6,775,17,17,178,17,17,476.5,0.28,0.43,0.46,0.19,0.69,0.38,0.17
709,'2022/05/12 00:10:19:603',6,832,15,15,178,15,15,505,0.28,0.43,0.46,0.19,0.69,0.38,0.17
710,'2022/05/12 00:10:19:709',6,861,29,29,174,29,29,517.5,0.28,0.43,0.46,0.19,0.69,0.38,0.17
711,'2022/05/12 00:10:19:815',6,848,0,6,166,0,6,507,0.28,0.43,0.46,0.19,0.69,0.38,0.17
712,'2022/05/12 00:10:19:920',6,837,0,20,168,0,20,502.5,0.28,0.43,0.46,0.19,0.69,0.38,0.17
713,'2022/05/12 00:10:20:025',6,813,0,17,171,0,17,492,0.28,0.43,0.46,0.19,0.69,0.38,0.17
714,'2022/05/12 00:10:20:129',6,807,1,1,157,1,1,482,0.28,0.43,0.46,0.19,0.69,0.38,0.17
715,'2022/05/12 00:10:20:234',6,804,19,19,160,19,19,482,0.28,0.43,0.46,0.19,0.69,0.38,0.17
716,'2022/05/12 00:10:20:341',6,803,7,7,167,7,7,485,0.28,0.43,0.46,0.19,0.69,0.38,0.17
717,'2022/05/12 00:10:20:446',6,773,4,4,161,4,4,467,0.28,0.43,0.46,0.19,0.69,0.38,0.17
718,'2022/05/12 00:10:20:551',6,800,0,4,165,0,4,482.5,0.28,0.43,0.46,0.19,0.69,0.38,0.17
719,'2022/05/12 00:10:20:657',6,791,0,18,163,0,18,477,0.28,0.43,0.46,0.19,0.69,0.38,0.17
720,'2022/05/12 00:10:20:770',6,782,0,25,170,0,25,476,0.28,0.43,0.46,0.19,0.69,0.38,0.17
721,'2022/05/12 00:10:20:880',6,774,0,26,173,0,26,473.5,0.28,0.43,0.46,0.19,0.69,0.38,0.17
722,'2022/05/12 00:10:20:986',6,792,2,2,165,2,2,478.5,0.28,0.43,0.46,0.19,0.69,0.38,0.17
723,'2022/05/12 00:10:21:093',6,773,0,23,168,0,23,470.5,0.28,0.43,0.46,0.19,0.69,0.38,0.17
724,'2022/05/12 00:10:21:198',6,769,2,2,175,2,2,472,0.28,0.43,0.46,0.19,0.69,0.38,0.17
725,'2022/05/12 00:10:21:304',6,723,0,8,161,0,8,442,0.28,0.43,0.46,0.19,0.69,0.38,0.17
